Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Performance_Index,Risk_Level,Trend,Key_Insight,Recommendation
S4642,12,4.4,84,86.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4643,9,5.8,82,85.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,2. Do weekly performance monitoring.
S4644,9,2.0,76,56.93,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4645,11,2.9,70,70.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4646,11,1.4,60,48.4,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4647,10,0.9,89,49.87,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4648,11,4.2,60,74.93,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4649,10,4.5,95,84.07,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4650,12,3.7,86,76.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4651,10,4.2,90,80.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4652,9,5.8,99,81.67,Low Risk,Stable,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4653,10,3.4,60,72.93,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4654,11,2.9,70,65.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4655,10,4.5,61,82.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4656,12,2.1,84,68.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4657,9,4.1,91,76.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4658,12,6.0,57,83.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4659,10,2.9,88,81.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4660,10,3.2,65,70.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4661,9,2.2,70,63.07,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4662,9,4.2,96,83.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4663,11,2.8,59,71.8,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4664,9,5.0,73,77.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4665,12,5.5,75,77.8,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4666,10,2.4,63,66.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4667,12,2.5,96,65.13,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4668,12,3.3,51,70.53,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4669,11,5.7,63,74.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4670,11,1.4,87,58.07,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4671,10,3.9,61,75.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4672,9,1.8,59,56.47,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4673,11,1.9,94,67.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4674,10,4.3,63,82.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4675,10,5.6,68,73.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4676,10,4.8,60,73.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4677,12,0.9,95,61.73,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4678,10,3.0,89,71.53,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4679,10,3.4,65,68.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4680,12,3.0,79,65.93,Low Risk,Stable,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4681,11,5.5,82,78.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4682,12,2.7,53,67.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4683,12,1.5,60,49.27,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4684,9,3.4,97,77.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4685,11,1.1,76,54.33,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4686,10,1.0,72,54.93,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4687,11,5.0,83,73.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4688,10,1.1,54,56.07,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4689,9,4.2,60,82.8,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4690,12,1.1,60,50.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4691,12,3.6,60,76.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S4692,10,3.6,79,77.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4693,10,4.1,76,84.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4694,10,2.2,86,68.8,Low Risk,Stable,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4695,10,3.2,50,70.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S4696,9,5.5,53,79.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4697,9,3.2,50,65.33,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4698,12,2.1,87,61.47,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4699,9,2.5,92,75.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4700,11,3.9,56,75.67,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4701,10,1.8,90,70.8,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4702,10,2.4,99,81.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4703,10,3.0,64,67.33,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4704,11,2.6,71,69.8,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4705,10,2.8,87,75.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4706,9,5.7,95,93.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4707,12,2.3,82,70.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4708,9,4.4,58,69.07,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4709,11,5.7,86,83.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4710,9,4.5,86,87.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4711,10,0.6,75,43.0,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4712,11,1.6,73,62.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4713,11,2.9,74,72.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4714,12,5.0,91,85.53,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4715,9,4.3,89,78.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4716,12,5.5,84,74.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4717,11,1.9,96,67.67,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4718,9,4.9,90,86.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4719,11,5.8,79,78.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4720,9,4.6,56,72.67,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4721,12,4.2,62,71.73,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4722,10,2.1,77,60.53,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4723,11,2.7,82,68.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4724,12,4.9,58,81.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4725,12,4.7,73,79.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4726,10,1.1,63,46.27,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4727,11,5.3,57,80.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4728,10,2.3,76,61.27,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4729,10,2.2,96,60.67,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4730,10,5.8,81,77.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4731,11,1.5,55,46.27,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4732,12,3.9,82,82.87,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4733,9,2.8,53,69.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4734,10,2.7,80,70.33,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4735,12,5.2,93,79.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4736,10,5.6,59,73.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4737,9,1.3,83,63.87,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4738,10,1.5,79,48.13,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4739,12,5.6,87,85.53,Low Risk,Declining,Strong overall performance with no immediate academic risk.,2. Do weekly performance monitoring.
S4740,10,4.2,57,81.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4741,10,3.2,82,73.47,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4742,10,3.9,70,71.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4743,11,4.7,70,80.13,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4744,12,0.8,59,55.13,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4745,10,3.0,55,62.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4746,10,5.5,57,78.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4747,9,4.9,62,84.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4748,10,1.3,88,54.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4749,11,1.5,87,58.13,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4750,10,3.9,86,79.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4751,11,4.7,58,79.33,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4752,9,4.4,92,87.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4753,10,4.7,78,89.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4754,11,5.5,86,82.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4755,10,4.2,87,77.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4756,10,0.7,60,55.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4757,12,2.9,85,66.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4758,10,5.2,66,73.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4759,10,4.2,50,77.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4760,10,2.7,75,63.87,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4761,11,0.8,51,39.53,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4762,9,1.3,56,45.0,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and possible distraction from internet use.,"1. Increase daily study to minimum 4 hours.
2. Limit non-academic internet usage."
S4763,12,1.5,66,60.73,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4764,11,0.8,50,34.67,High Risk,Declining,Poor study discipline is the primary cause of high academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4765,10,2.6,93,74.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4766,12,2.7,62,66.2,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4767,11,2.7,96,76.33,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4768,9,5.8,52,75.2,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4769,11,2.6,51,64.6,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4770,10,5.7,58,79.87,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4771,9,5.9,73,83.53,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S4772,11,2.4,76,67.47,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4773,9,3.1,83,78.4,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4774,10,5.6,72,76.53,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4775,9,1.1,87,55.2,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4776,10,4.9,67,82.87,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4777,10,1.2,63,54.2,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4778,11,3.7,51,80.93,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S4779,10,5.5,52,75.73,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4780,10,4.8,58,76.0,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4781,11,2.5,50,62.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4782,10,4.4,75,73.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4783,12,5.5,60,84.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4784,9,1.9,59,55.2,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4785,11,1.1,83,49.87,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4786,10,5.5,59,79.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4787,11,1.5,72,60.47,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4788,10,1.4,95,59.27,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4789,9,2.2,50,60.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4790,11,2.9,55,60.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4791,10,3.4,85,83.8,Low Risk,Declining,Strong overall performance with no immediate academic risk.,2. Do weekly performance monitoring.
S4792,12,3.4,58,73.2,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4793,11,4.3,55,82.6,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S4794,9,4.6,92,90.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4795,10,5.3,69,73.67,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Limit non-academic internet usage."
S4796,9,2.3,72,64.33,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4797,12,3.2,99,78.47,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4798,12,2.4,64,69.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4799,12,4.5,83,82.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4800,10,0.6,98,53.2,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4801,9,2.5,52,57.0,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4802,9,3.3,96,81.93,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4803,11,4.6,70,72.8,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4804,12,2.1,71,69.47,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4805,9,1.3,81,57.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4806,9,3.8,54,73.87,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Focus on core subject remediation.
2. Do weekly performance monitoring."
S4807,11,2.8,69,64.87,Medium Risk,Stable,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4808,12,5.6,84,85.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4809,10,5.6,55,89.13,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4810,9,4.8,74,80.4,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4811,10,1.3,84,59.93,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4812,11,5.0,70,79.07,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4813,9,2.4,83,66.6,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4814,12,4.3,99,91.27,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4815,12,2.2,92,75.07,Low Risk,Improving,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4816,10,4.3,75,88.73,Low Risk,Stable,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4817,10,4.4,81,83.0,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4818,11,1.8,70,57.6,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4819,11,4.3,67,81.4,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Improve class attendance to >75%.
2. Do weekly performance monitoring."
S4820,11,5.4,76,78.53,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4821,10,4.2,97,81.0,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4822,12,4.0,50,81.6,Low Risk,Stable,Strong overall performance with no immediate academic risk.,1. Improve class attendance to >75%.
S4823,11,4.0,87,88.73,Low Risk,Improving,Strong overall performance with no immediate academic risk.,Maintain Current Habits
S4824,10,2.1,53,57.33,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk.,1. Increase daily study to minimum 4 hours.
S4825,9,2.3,51,59.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4826,9,2.7,92,64.6,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4827,9,1.9,80,68.2,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4828,11,0.8,65,48.87,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4829,9,1.4,66,56.13,Medium Risk,Improving,Poor study discipline is the primary cause of academic risk and overcommitment to extracurricular activities.,"1. Increase daily study to minimum 4 hours.
2. Reduce extracurricular load temporarily."
S4830,12,4.0,83,84.33,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Focus on core subject remediation.
S4831,12,2.9,53,68.27,Low Risk,Declining,Strong overall performance with no immediate academic risk.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4832,9,2.1,99,66.93,Low Risk,Improving,Strong overall performance with no immediate academic risk.,1. Increase daily study to minimum 4 hours.
S4833,10,1.5,100,60.73,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
S4834,12,1.6,89,56.33,Medium Risk,Declining,Poor study discipline is the primary cause of academic risk reinforced by declining performance trend.,"1. Increase daily study to minimum 4 hours.
2. Do weekly performance monitoring."
