Student_ID,Class,Study_Hours_Per_Day,Attendance_Percentage,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Study_Discipline_Score,Attendance_Score,Academic_Score,Performance_Index,Risk_Level,Difference,Trend
S4157,12,1.8,70,Yes,No,52,47,42,56,45.0,70,47.0,50.8,Medium Risk,-5.2,Declining
S4158,12,5.7,52,No,No,62,94,45,58,100.0,52,67.0,77.2,Low Risk,19.2,Improving
S4159,11,1.8,97,No,Yes,44,68,57,70,45.0,97,56.33,59.93,Medium Risk,-10.07,Declining
S4160,12,4.4,69,No,Yes,51,49,61,79,100.0,69,53.67,75.27,Low Risk,-3.73,Stable
S4161,12,5.0,76,Yes,No,85,58,48,53,100.0,76,63.67,80.67,Low Risk,27.67,Improving
S4162,11,5.2,85,Yes,No,38,71,55,89,100.0,85,54.67,78.87,Low Risk,-10.13,Declining
S4163,12,5.4,83,No,Yes,72,99,64,70,100.0,83,78.33,87.93,Low Risk,17.93,Improving
S4164,12,3.6,85,No,No,59,77,97,48,90.0,85,77.67,84.07,Low Risk,36.07,Improving
S4165,12,5.9,73,Yes,No,67,59,92,71,100.0,73,72.67,83.67,Low Risk,12.67,Improving
S4166,11,0.9,50,No,Yes,70,76,79,61,22.5,50,75.0,49.0,Medium Risk,-12.0,Declining
S4167,9,4.1,91,No,Yes,96,87,99,94,100.0,91,94.0,95.8,Low Risk,1.8,Stable
S4168,11,2.0,67,No,No,77,71,70,82,50.0,67,72.67,62.47,Medium Risk,-19.53,Declining
S4169,9,0.9,52,No,No,90,41,47,80,22.5,52,59.33,43.13,High Risk,-36.87,Declining
S4170,9,4.9,99,No,No,92,75,82,81,100.0,99,83.0,93.0,Low Risk,12.0,Improving
S4171,9,5.3,72,No,No,49,36,86,84,100.0,72,57.0,77.2,Low Risk,-6.8,Declining
S4172,12,5.0,84,No,Yes,62,44,85,58,100.0,84,63.67,82.27,Low Risk,24.27,Improving
S4173,9,1.8,54,No,Yes,88,42,71,91,45.0,54,67.0,55.6,Medium Risk,-35.4,Declining
S4174,11,5.6,79,Yes,No,76,90,43,95,100.0,79,69.67,83.67,Low Risk,-11.33,Declining
S4175,9,0.9,100,No,No,77,40,59,48,22.5,100,58.67,52.47,Medium Risk,4.47,Stable
S4176,12,2.8,74,Yes,No,38,51,93,72,70.0,74,60.67,67.07,Low Risk,-4.93,Stable
S4177,12,1.9,61,No,No,66,70,40,45,47.5,61,58.67,54.67,Medium Risk,9.67,Improving
S4178,11,1.5,58,Yes,No,64,53,36,87,37.5,58,51.0,47.0,Medium Risk,-40.0,Declining
S4179,9,5.1,93,No,No,82,44,84,84,100.0,93,70.0,86.6,Low Risk,2.6,Stable
S4180,11,0.7,57,No,No,89,49,65,59,17.5,57,67.67,45.47,Medium Risk,-13.53,Declining
S4181,11,4.1,67,No,No,76,82,64,51,100.0,67,74.0,83.0,Low Risk,32.0,Improving
S4182,12,1.6,83,No,Yes,75,81,71,71,40.0,83,75.67,62.87,Medium Risk,-8.13,Declining
S4183,12,4.8,92,No,No,53,88,83,69,100.0,92,74.67,88.27,Low Risk,19.27,Improving
S4184,12,4.7,94,No,Yes,37,96,84,61,100.0,94,72.33,87.73,Low Risk,26.73,Improving
S4185,12,2.5,58,No,Yes,59,39,54,91,62.5,58,50.67,56.87,Medium Risk,-34.13,Declining
S4186,9,4.4,98,No,No,67,71,87,51,100.0,98,75.0,89.6,Low Risk,38.6,Improving
S4187,12,4.9,88,No,No,63,63,45,87,100.0,88,57.0,80.4,Low Risk,-6.6,Declining
S4188,11,3.5,55,No,No,59,44,38,56,87.5,55,47.0,64.8,Medium Risk,8.8,Improving
S4189,12,2.8,77,Yes,No,63,48,40,57,70.0,77,50.33,63.53,Medium Risk,6.53,Improving
S4190,12,4.1,69,Yes,No,69,97,95,62,100.0,69,87.0,88.6,Low Risk,26.6,Improving
S4191,11,1.1,93,No,No,46,53,77,70,27.500000000000004,93,58.67,53.07,Medium Risk,-16.93,Declining
S4192,11,1.7,72,Yes,Yes,55,49,61,57,42.5,72,55.0,53.4,Medium Risk,-3.6,Stable
S4193,11,1.3,72,Yes,No,86,38,47,78,32.5,72,57.0,50.2,Medium Risk,-27.8,Declining
S4194,9,3.0,68,Yes,Yes,35,40,93,62,75.0,68,56.0,66.0,Low Risk,4.0,Stable
S4195,12,3.5,97,No,No,98,53,42,75,87.5,97,64.33,80.13,Low Risk,5.13,Improving
S4196,10,2.2,75,No,No,84,54,62,64,55.00000000000001,75,66.67,63.67,Medium Risk,-0.33,Stable
S4197,10,2.4,93,No,No,48,89,46,53,60.0,93,61.0,67.0,Low Risk,14.0,Improving
S4198,11,2.7,94,Yes,No,62,91,69,82,67.5,94,74.0,75.4,Low Risk,-6.6,Declining
S4199,12,5.0,90,No,Yes,42,84,62,89,100.0,90,62.67,83.07,Low Risk,-5.93,Declining
S4200,12,1.6,91,No,No,47,95,48,63,40.0,91,63.33,59.53,Medium Risk,-3.47,Stable
S4201,10,1.9,85,No,No,60,75,71,62,47.5,85,68.67,63.47,Medium Risk,1.47,Stable
S4202,10,0.6,70,No,Yes,60,72,66,45,15.0,70,66.0,46.4,Medium Risk,1.4,Stable
S4203,12,4.6,62,No,Yes,66,99,47,68,100.0,62,70.67,80.67,Low Risk,12.67,Improving
S4204,11,4.3,68,Yes,Yes,92,38,76,83,100.0,68,68.67,81.07,Low Risk,-1.93,Stable
S4205,12,5.3,70,No,Yes,59,68,60,48,100.0,70,62.33,78.93,Low Risk,30.93,Improving
S4206,12,4.7,62,Yes,No,83,87,42,84,100.0,62,70.67,80.67,Low Risk,-3.33,Stable
S4207,12,2.9,92,Yes,Yes,84,84,69,52,72.5,92,79.0,79.0,Low Risk,27.0,Improving
S4208,9,3.5,80,No,Yes,81,57,78,92,87.5,80,72.0,79.8,Low Risk,-12.2,Declining
S4209,9,4.8,87,Yes,No,73,80,68,95,100.0,87,73.67,86.87,Low Risk,-8.13,Declining
S4210,10,2.5,70,No,No,50,72,51,81,62.5,70,57.67,62.07,Medium Risk,-18.93,Declining
S4211,12,2.4,84,Yes,No,46,39,75,73,60.0,84,53.33,62.13,Medium Risk,-10.87,Declining
S4212,10,0.7,90,Yes,No,47,61,75,79,17.5,90,61.0,49.4,Medium Risk,-29.6,Declining
S4213,11,0.8,85,No,Yes,52,80,66,80,20.0,85,66.0,51.4,Medium Risk,-28.6,Declining
S4214,10,2.3,60,No,No,95,47,95,51,57.49999999999999,60,79.0,66.6,Low Risk,15.6,Improving
S4215,9,3.8,79,No,Yes,76,82,47,87,95.0,79,68.33,81.13,Low Risk,-5.87,Declining
S4216,10,3.8,93,Yes,Yes,43,49,40,60,95.0,93,44.0,74.2,Low Risk,14.2,Improving
S4217,11,4.8,92,No,No,72,36,96,81,100.0,92,68.0,85.6,Low Risk,4.6,Stable
S4218,9,1.5,61,Yes,No,47,58,68,61,37.5,61,57.67,50.27,Medium Risk,-10.73,Declining
S4219,10,4.0,99,No,No,63,73,62,44,100.0,99,66.0,86.2,Low Risk,42.2,Improving
S4220,9,4.6,75,No,Yes,84,68,78,82,100.0,75,76.67,85.67,Low Risk,3.67,Stable
S4221,11,1.2,91,No,Yes,96,63,41,64,30.0,91,66.67,56.87,Medium Risk,-7.13,Declining
S4222,10,1.9,77,Yes,Yes,52,42,51,77,47.5,77,48.33,53.73,Medium Risk,-23.27,Declining
S4223,11,2.0,54,Yes,No,69,48,86,54,50.0,54,67.67,57.87,Medium Risk,3.87,Stable
S4224,9,1.8,93,No,Yes,68,71,40,86,45.0,93,59.67,60.47,Medium Risk,-25.53,Declining
S4225,12,5.9,52,No,Yes,42,55,63,60,100.0,52,53.33,71.73,Low Risk,11.73,Improving
S4226,10,5.9,59,Yes,No,91,66,55,88,100.0,59,70.67,80.07,Low Risk,-7.93,Declining
S4227,11,2.6,52,Yes,Yes,66,69,38,48,65.0,52,57.67,59.47,Medium Risk,11.47,Improving
S4228,12,0.8,57,No,Yes,47,95,95,70,20.0,57,79.0,51.0,Medium Risk,-19.0,Declining
S4229,9,1.2,78,No,Yes,41,72,89,45,30.0,78,67.33,54.53,Medium Risk,9.53,Improving
S4230,12,2.1,56,No,No,65,62,60,67,52.5,56,62.33,57.13,Medium Risk,-9.87,Declining
S4231,10,4.9,86,No,No,35,41,77,93,100.0,86,51.0,77.6,Low Risk,-15.4,Declining
S4232,11,5.7,90,No,Yes,75,36,86,67,100.0,90,65.67,84.27,Low Risk,17.27,Improving
S4233,9,1.5,82,No,No,79,66,56,95,37.5,82,67.0,58.2,Medium Risk,-36.8,Declining
S4234,9,3.2,71,No,Yes,81,95,98,73,80.0,71,91.33,82.73,Low Risk,9.73,Improving
S4235,12,3.6,86,Yes,Yes,86,50,82,44,90.0,86,72.67,82.27,Low Risk,38.27,Improving
S4236,9,5.4,52,Yes,No,55,53,91,94,100.0,52,66.33,76.93,Low Risk,-17.07,Declining
S4237,12,3.7,69,Yes,No,80,70,50,47,92.5,69,66.67,77.47,Low Risk,30.47,Improving
S4238,10,2.5,83,Yes,Yes,68,56,76,45,62.5,83,66.67,68.27,Low Risk,23.27,Improving
S4239,12,1.6,92,Yes,Yes,42,91,85,63,40.0,92,72.67,63.47,Medium Risk,0.47,Stable
S4240,10,3.5,90,No,Yes,81,52,67,57,87.5,90,66.67,79.67,Low Risk,22.67,Improving
S4241,12,5.0,76,No,No,95,100,42,40,100.0,76,79.0,86.8,Low Risk,46.8,Improving
S4242,12,5.0,59,Yes,No,38,69,100,56,100.0,59,69.0,79.4,Low Risk,23.4,Improving
S4243,9,0.9,67,Yes,No,98,71,40,81,22.5,67,69.67,50.27,Medium Risk,-30.73,Declining
S4244,10,4.6,69,No,Yes,92,81,36,67,100.0,69,69.67,81.67,Low Risk,14.67,Improving
S4245,12,1.3,57,Yes,Yes,95,96,100,42,32.5,57,97.0,63.2,Medium Risk,21.2,Improving
S4246,9,2.1,83,Yes,Yes,78,96,48,48,52.5,83,74.0,67.2,Low Risk,19.2,Improving
S4247,10,5.8,97,Yes,No,49,99,99,73,100.0,97,82.33,92.33,Low Risk,19.33,Improving
S4248,9,3.1,92,Yes,Yes,59,45,49,82,77.5,92,51.0,69.8,Low Risk,-12.2,Declining
S4249,11,1.4,78,Yes,Yes,81,91,41,94,35.0,78,71.0,58.0,Medium Risk,-36.0,Declining
S4250,12,5.2,94,No,No,86,93,53,85,100.0,94,77.33,89.73,Low Risk,4.73,Stable
S4251,10,5.0,58,Yes,Yes,78,50,71,43,100.0,58,66.33,78.13,Low Risk,35.13,Improving
S4252,12,1.2,65,Yes,Yes,76,83,67,43,30.0,65,75.33,55.13,Medium Risk,12.13,Improving
S4253,12,0.6,73,Yes,Yes,100,49,69,60,15.0,73,72.67,49.67,Medium Risk,-10.33,Declining
S4254,12,2.1,57,No,Yes,50,69,100,80,52.5,57,73.0,61.6,Medium Risk,-18.4,Declining
S4255,9,3.9,74,Yes,Yes,98,37,39,82,97.5,74,58.0,77.0,Low Risk,-5.0,Declining
S4256,12,4.2,81,Yes,Yes,68,73,52,41,100.0,81,64.33,81.93,Low Risk,40.93,Improving
S4257,12,3.8,88,Yes,Yes,63,42,71,93,95.0,88,58.67,79.07,Low Risk,-13.93,Declining
S4258,11,2.4,100,No,No,56,59,70,82,60.0,100,61.67,68.67,Low Risk,-13.33,Declining
S4259,11,0.6,53,No,No,69,38,52,53,15.0,53,53.0,37.8,High Risk,-15.2,Declining
S4260,10,4.7,78,Yes,Yes,98,37,79,81,100.0,78,71.33,84.13,Low Risk,3.13,Stable
S4261,10,5.5,55,No,Yes,79,75,69,72,100.0,55,74.33,80.73,Low Risk,8.73,Improving
S4262,9,5.2,63,Yes,Yes,80,74,62,42,100.0,63,72.0,81.4,Low Risk,39.4,Improving
S4263,9,2.2,56,No,No,57,73,68,62,55.00000000000001,56,66.0,59.6,Medium Risk,-2.4,Stable
S4264,10,2.9,90,No,No,71,43,45,58,72.5,90,53.0,68.2,Low Risk,10.2,Improving
S4265,10,4.6,63,No,No,90,46,64,71,100.0,63,66.67,79.27,Low Risk,8.27,Improving
S4266,12,1.8,92,No,No,74,67,97,72,45.0,92,79.33,68.13,Low Risk,-3.87,Stable
S4267,11,0.9,83,No,Yes,71,81,84,60,22.5,83,78.67,57.07,Medium Risk,-2.93,Stable
S4268,11,2.8,54,No,No,51,41,69,68,70.0,54,53.67,60.27,Medium Risk,-7.73,Declining
S4269,10,3.6,89,Yes,No,84,74,61,52,90.0,89,73.0,83.0,Low Risk,31.0,Improving
S4270,11,5.4,90,Yes,Yes,93,81,70,89,100.0,90,81.33,90.53,Low Risk,1.53,Stable
S4271,12,5.1,70,Yes,No,40,42,68,68,100.0,70,50.0,74.0,Low Risk,6.0,Improving
S4272,12,1.7,72,No,Yes,93,45,89,61,42.5,72,75.67,61.67,Medium Risk,0.67,Stable
S4273,12,3.7,60,No,Yes,100,39,68,81,92.5,60,69.0,76.6,Low Risk,-4.4,Stable
S4274,10,4.3,96,No,No,36,49,70,63,100.0,96,51.67,79.87,Low Risk,16.87,Improving
S4275,9,2.6,67,Yes,No,79,64,55,43,65.0,67,66.0,65.8,Low Risk,22.8,Improving
S4276,10,5.4,54,Yes,No,74,87,98,59,100.0,54,86.33,85.33,Low Risk,26.33,Improving
S4277,12,1.8,52,Yes,No,64,42,59,73,45.0,52,55.0,50.4,Medium Risk,-22.6,Declining
S4278,9,0.5,83,No,No,65,39,71,51,12.5,83,58.33,44.93,High Risk,-6.07,Declining
S4279,11,5.0,53,Yes,Yes,90,69,88,43,100.0,53,82.33,83.53,Low Risk,40.53,Improving
S4280,9,4.8,54,Yes,No,62,49,57,70,100.0,54,56.0,73.2,Low Risk,3.2,Stable
S4281,12,2.8,61,No,Yes,80,70,88,91,70.0,61,79.33,71.93,Low Risk,-19.07,Declining
S4282,11,2.4,54,Yes,No,98,68,40,79,60.0,54,68.67,62.27,Medium Risk,-16.73,Declining
S4283,11,5.7,94,Yes,No,64,88,75,59,100.0,94,75.67,89.07,Low Risk,30.07,Improving
S4284,9,5.3,89,No,Yes,66,77,38,77,100.0,89,60.33,81.93,Low Risk,4.93,Stable
S4285,12,1.5,82,Yes,Yes,83,82,67,60,37.5,82,77.33,62.33,Medium Risk,2.33,Stable
S4286,9,3.1,57,No,No,36,91,79,81,77.5,57,68.67,69.87,Low Risk,-11.13,Declining
S4287,9,3.2,95,Yes,No,68,98,82,91,80.0,95,82.67,84.07,Low Risk,-6.93,Declining
S4288,10,2.8,66,No,Yes,93,36,77,93,70.0,66,68.67,68.67,Low Risk,-24.33,Declining
S4289,11,0.7,54,No,Yes,83,43,55,80,17.5,54,60.33,41.93,High Risk,-38.07,Declining
S4290,10,5.6,63,No,No,75,90,55,50,100.0,63,73.33,81.93,Low Risk,31.93,Improving
S4291,12,3.3,80,Yes,Yes,92,55,66,69,82.5,80,71.0,77.4,Low Risk,8.4,Improving
S4292,9,4.5,92,Yes,Yes,53,81,79,61,100.0,92,71.0,86.8,Low Risk,25.8,Improving
S4293,11,1.9,58,No,No,70,60,55,73,47.5,58,61.67,55.27,Medium Risk,-17.73,Declining
S4294,12,4.4,56,Yes,No,58,44,50,83,100.0,56,50.67,71.47,Low Risk,-11.53,Declining
S4295,12,3.5,84,Yes,Yes,93,55,88,67,87.5,84,78.67,83.27,Low Risk,16.27,Improving
S4296,11,4.8,66,No,Yes,56,84,47,92,100.0,66,62.33,78.13,Low Risk,-13.87,Declining
S4297,10,5.4,98,Yes,No,92,44,78,95,100.0,98,71.33,88.13,Low Risk,-6.87,Declining
S4298,12,5.7,64,Yes,No,78,80,41,70,100.0,64,66.33,79.33,Low Risk,9.33,Improving
S4299,12,0.7,79,No,No,52,46,72,43,17.5,79,56.67,45.47,Medium Risk,2.47,Stable
S4300,11,2.3,63,No,No,79,81,98,61,57.49999999999999,63,86.0,70.0,Low Risk,9.0,Improving
S4301,12,5.0,86,Yes,Yes,41,79,43,48,100.0,86,54.33,78.93,Low Risk,30.93,Improving
S4302,10,1.4,77,Yes,Yes,92,74,68,53,35.0,77,78.0,60.6,Medium Risk,7.6,Improving
S4303,10,2.3,72,No,Yes,94,50,93,93,57.49999999999999,72,79.0,69.0,Low Risk,-24.0,Declining
S4304,12,3.7,60,No,Yes,82,94,68,61,92.5,60,81.33,81.53,Low Risk,20.53,Improving
S4305,11,4.3,81,No,Yes,87,65,38,74,100.0,81,63.33,81.53,Low Risk,7.53,Improving
S4306,11,1.7,89,No,Yes,70,39,80,45,42.5,89,63.0,60.0,Medium Risk,15.0,Improving
S4307,11,4.2,53,No,Yes,76,93,51,75,100.0,53,73.33,79.93,Low Risk,4.93,Stable
S4308,10,3.7,87,Yes,No,60,65,90,75,92.5,87,71.67,83.07,Low Risk,8.07,Improving
S4309,10,5.4,99,Yes,Yes,55,42,96,50,100.0,99,64.33,85.53,Low Risk,35.53,Improving
S4310,11,3.9,71,No,Yes,48,45,77,75,97.5,71,56.67,75.87,Low Risk,0.87,Stable
S4311,10,5.6,91,Yes,No,73,50,46,86,100.0,91,56.33,80.73,Low Risk,-5.27,Declining
S4312,10,2.1,68,Yes,Yes,64,91,53,42,52.5,68,69.33,62.33,Medium Risk,20.33,Improving
S4313,11,6.0,91,Yes,No,49,36,89,77,100.0,91,58.0,81.4,Low Risk,4.4,Stable
S4314,12,1.8,72,No,No,35,63,57,42,45.0,72,51.67,53.07,Medium Risk,11.07,Improving
S4315,12,5.4,52,Yes,No,73,52,96,61,100.0,52,73.67,79.87,Low Risk,18.87,Improving
S4316,11,5.6,92,No,Yes,79,54,59,51,100.0,92,64.0,84.0,Low Risk,33.0,Improving
S4317,10,5.9,73,No,Yes,40,80,81,92,100.0,73,67.0,81.4,Low Risk,-10.6,Declining
S4318,12,5.9,88,No,Yes,50,41,55,90,100.0,88,48.67,77.07,Low Risk,-12.93,Declining
S4319,12,4.9,84,No,No,50,78,77,47,100.0,84,68.33,84.13,Low Risk,37.13,Improving
S4320,11,5.7,72,No,No,40,77,79,88,100.0,72,65.33,80.53,Low Risk,-7.47,Declining
S4321,12,5.7,92,Yes,No,77,56,70,68,100.0,92,67.67,85.47,Low Risk,17.47,Improving
S4322,9,3.9,57,No,Yes,76,68,77,55,97.5,57,73.67,79.87,Low Risk,24.87,Improving
S4323,11,0.6,72,Yes,Yes,62,83,64,79,15.0,72,69.67,48.27,Medium Risk,-30.73,Declining
S4324,11,3.8,55,No,No,72,63,96,43,95.0,55,77.0,79.8,Low Risk,36.8,Improving
S4325,10,5.0,96,No,No,91,92,99,66,100.0,96,94.0,96.8,Low Risk,30.8,Improving
S4326,9,2.5,56,No,No,68,92,69,47,62.5,56,76.33,66.73,Low Risk,19.73,Improving
S4327,12,0.9,66,No,Yes,45,48,68,88,22.5,66,53.67,43.67,High Risk,-44.33,Declining
S4328,12,2.5,76,Yes,No,74,76,62,40,62.5,76,70.67,68.47,Low Risk,28.47,Improving
S4329,11,1.6,59,No,Yes,54,79,67,40,40.0,59,66.67,54.47,Medium Risk,14.47,Improving
S4330,9,0.6,86,No,Yes,100,91,36,60,15.0,86,75.67,53.47,Medium Risk,-6.53,Declining
S4331,9,5.9,87,Yes,Yes,77,60,40,56,100.0,87,59.0,81.0,Low Risk,25.0,Improving
S4332,9,3.5,56,Yes,Yes,76,62,95,77,87.5,56,77.67,77.27,Low Risk,0.27,Stable
S4333,11,5.0,84,No,No,40,49,37,91,100.0,84,42.0,73.6,Low Risk,-17.4,Declining
S4334,10,2.9,74,Yes,No,85,96,85,75,72.5,74,88.67,79.27,Low Risk,4.27,Stable
S4335,10,3.6,50,Yes,Yes,72,71,92,45,90.0,50,78.33,77.33,Low Risk,32.33,Improving
S4336,10,5.6,87,No,Yes,77,50,97,75,100.0,87,74.67,87.27,Low Risk,12.27,Improving
S4337,12,5.5,78,No,No,96,55,93,40,100.0,78,81.33,88.13,Low Risk,48.13,Improving
S4338,12,5.4,57,Yes,Yes,42,66,84,56,100.0,57,64.0,77.0,Low Risk,21.0,Improving
S4339,12,4.6,50,Yes,Yes,90,61,44,59,100.0,50,65.0,76.0,Low Risk,17.0,Improving
S4340,11,3.7,53,No,Yes,62,58,68,91,92.5,53,62.67,72.67,Low Risk,-18.33,Declining
S4341,9,0.7,80,Yes,Yes,84,100,73,77,17.5,80,85.67,57.27,Medium Risk,-19.73,Declining
S4342,12,3.1,85,Yes,No,56,90,37,88,77.5,85,61.0,72.4,Low Risk,-15.6,Declining
S4343,10,3.2,69,Yes,Yes,55,50,45,95,80.0,69,50.0,65.8,Low Risk,-29.2,Declining
S4344,11,5.4,76,Yes,No,35,80,39,48,100.0,76,51.33,75.73,Low Risk,27.73,Improving
S4345,10,3.0,91,No,Yes,73,62,85,50,75.0,91,73.33,77.53,Low Risk,27.53,Improving
S4346,12,2.7,70,No,Yes,66,54,53,56,67.5,70,57.67,64.07,Medium Risk,8.07,Improving
S4347,10,6.0,76,Yes,Yes,37,99,58,90,100.0,76,64.67,81.07,Low Risk,-8.93,Declining
S4348,11,0.8,99,Yes,Yes,96,51,44,73,20.0,99,63.67,53.27,Medium Risk,-19.73,Declining
S4349,10,5.2,73,Yes,No,82,62,97,46,100.0,73,80.33,86.73,Low Risk,40.73,Improving
S4350,9,2.6,95,No,Yes,83,56,75,73,65.0,95,71.33,73.53,Low Risk,0.53,Stable
S4351,11,3.7,94,No,Yes,57,56,87,61,92.5,94,66.67,82.47,Low Risk,21.47,Improving
S4352,11,4.4,89,Yes,No,75,63,37,56,100.0,89,58.33,81.13,Low Risk,25.13,Improving
S4353,12,5.3,59,Yes,Yes,70,49,37,73,100.0,59,52.0,72.6,Low Risk,-0.4,Stable
S4354,10,2.0,77,Yes,Yes,54,88,66,60,50.0,77,69.33,63.13,Medium Risk,3.13,Stable
S4355,10,1.9,66,Yes,No,89,78,80,87,47.5,66,82.33,65.13,Low Risk,-21.87,Declining
S4356,9,1.6,91,Yes,No,65,57,41,88,40.0,91,54.33,55.93,Medium Risk,-32.07,Declining
S4357,12,3.0,100,No,No,38,47,96,50,75.0,100,60.33,74.13,Low Risk,24.13,Improving
S4358,12,5.8,98,Yes,No,36,63,45,86,100.0,98,48.0,78.8,Low Risk,-7.2,Declining
S4359,12,2.2,63,No,Yes,81,45,60,57,55.00000000000001,63,62.0,59.4,Medium Risk,2.4,Stable
S4360,11,2.7,68,Yes,No,99,48,71,72,67.5,68,72.67,69.67,Low Risk,-2.33,Stable
S4361,10,2.0,92,No,Yes,76,98,45,59,50.0,92,73.0,67.6,Low Risk,8.6,Improving
S4362,11,3.2,86,Yes,No,99,68,99,89,80.0,86,88.67,84.67,Low Risk,-4.33,Stable
S4363,12,4.4,63,No,No,56,100,55,93,100.0,63,70.33,80.73,Low Risk,-12.27,Declining
S4364,11,3.7,86,No,Yes,85,60,98,94,92.5,86,81.0,86.6,Low Risk,-7.4,Declining
S4365,12,5.4,68,Yes,No,45,71,35,78,100.0,68,50.33,73.73,Low Risk,-4.27,Stable
S4366,11,4.5,68,No,Yes,61,56,79,42,100.0,68,65.33,79.73,Low Risk,37.73,Improving
S4367,11,4.4,64,Yes,Yes,59,87,55,43,100.0,64,67.0,79.6,Low Risk,36.6,Improving
S4368,12,3.6,62,Yes,No,89,44,74,80,90.0,62,69.0,76.0,Low Risk,-4.0,Stable
S4369,12,0.7,79,No,Yes,84,49,42,58,17.5,79,58.33,46.13,Medium Risk,-11.87,Declining
S4370,9,1.3,77,Yes,Yes,63,61,58,69,32.5,77,60.67,52.67,Medium Risk,-16.33,Declining
S4371,10,5.9,77,No,No,46,43,97,87,100.0,77,62.0,80.2,Low Risk,-6.8,Declining
S4372,9,4.1,66,No,Yes,51,52,80,42,100.0,66,61.0,77.6,Low Risk,35.6,Improving
S4373,12,0.7,63,No,No,62,93,94,89,17.5,63,83.0,52.8,Medium Risk,-36.2,Declining
S4374,12,2.7,70,Yes,Yes,40,64,56,92,67.5,70,53.33,62.33,Medium Risk,-29.67,Declining
S4375,9,0.8,60,Yes,Yes,50,98,51,80,20.0,60,66.33,46.53,Medium Risk,-33.47,Declining
S4376,10,1.1,94,Yes,No,60,91,79,47,27.500000000000004,94,76.67,60.47,Medium Risk,13.47,Improving
S4377,9,1.8,59,Yes,No,82,71,93,79,45.0,59,82.0,62.6,Medium Risk,-16.4,Declining
S4378,10,2.7,98,Yes,Yes,84,76,50,43,67.5,98,70.0,74.6,Low Risk,31.6,Improving
S4379,11,5.2,55,Yes,No,63,78,92,77,100.0,55,77.67,82.07,Low Risk,5.07,Improving
S4380,10,0.9,67,No,Yes,40,94,39,81,22.5,67,57.67,45.47,Medium Risk,-35.53,Declining
S4381,10,4.2,92,No,No,82,61,58,56,100.0,92,67.0,85.2,Low Risk,29.2,Improving
S4382,10,3.3,98,No,Yes,86,45,78,80,82.5,98,69.67,80.47,Low Risk,0.47,Stable
S4383,12,5.9,95,Yes,Yes,40,64,48,70,100.0,95,50.67,79.27,Low Risk,9.27,Improving
S4384,11,3.3,96,No,No,59,49,96,85,82.5,96,68.0,79.4,Low Risk,-5.6,Declining
S4385,12,4.3,80,Yes,No,40,71,77,72,100.0,80,62.67,81.07,Low Risk,9.07,Improving
S4386,11,2.3,86,No,Yes,51,72,48,67,57.49999999999999,86,57.0,63.0,Medium Risk,-4.0,Stable
S4387,10,4.6,62,No,No,38,41,51,58,100.0,62,43.33,69.73,Low Risk,11.73,Improving
S4388,9,5.0,92,Yes,No,98,51,69,47,100.0,92,72.67,87.47,Low Risk,40.47,Improving
S4389,9,3.9,89,No,No,41,38,74,66,97.5,89,51.0,77.2,Low Risk,11.2,Improving
S4390,12,3.0,74,No,Yes,71,44,69,51,75.0,74,61.33,69.33,Low Risk,18.33,Improving
S4391,11,2.0,94,No,No,69,88,65,71,50.0,94,74.0,68.4,Low Risk,-2.6,Stable
S4392,9,5.3,52,Yes,No,63,55,36,84,100.0,52,51.33,70.93,Low Risk,-13.07,Declining
S4393,11,2.4,94,Yes,No,72,51,92,78,60.0,94,71.67,71.47,Low Risk,-6.53,Declining
S4394,11,1.1,82,Yes,Yes,74,86,50,64,27.500000000000004,82,70.0,55.4,Medium Risk,-8.6,Declining
S4395,12,4.5,75,Yes,No,62,54,57,88,100.0,75,57.67,78.07,Low Risk,-9.93,Declining
S4396,10,5.4,73,Yes,Yes,59,83,47,75,100.0,73,63.0,79.8,Low Risk,4.8,Stable
S4397,10,1.3,61,Yes,Yes,96,94,39,40,32.5,61,76.33,55.73,Medium Risk,15.73,Improving
S4398,9,2.8,80,Yes,Yes,35,82,96,41,70.0,80,71.0,72.4,Low Risk,31.4,Improving
S4399,10,5.9,60,Yes,No,71,65,86,90,100.0,60,74.0,81.6,Low Risk,-8.4,Declining
S4400,9,5.8,56,Yes,No,37,62,72,41,100.0,56,57.0,74.0,Low Risk,33.0,Improving
S4401,9,4.1,68,No,Yes,80,43,92,79,100.0,68,71.67,82.27,Low Risk,3.27,Stable
S4402,9,4.4,66,No,Yes,62,67,83,71,100.0,66,70.67,81.47,Low Risk,10.47,Improving
S4403,11,5.5,83,Yes,Yes,96,69,64,59,100.0,83,76.33,87.13,Low Risk,28.13,Improving
S4404,10,1.4,68,No,No,86,55,56,64,35.0,68,65.67,53.87,Medium Risk,-10.13,Declining
S4405,9,0.7,73,Yes,No,35,95,58,51,17.5,73,62.67,46.67,Medium Risk,-4.33,Stable
S4406,10,5.8,97,No,No,76,97,88,94,100.0,97,87.0,94.2,Low Risk,0.2,Stable
S4407,10,3.3,56,No,Yes,54,95,72,89,82.5,56,73.67,73.67,Low Risk,-15.33,Declining
S4408,10,4.7,92,Yes,No,66,69,68,50,100.0,92,67.67,85.47,Low Risk,35.47,Improving
S4409,10,3.9,62,Yes,Yes,94,47,75,86,97.5,62,72.0,80.2,Low Risk,-5.8,Declining
